"","author","paper_title","publication_year","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","item_number_1","item_number_2","item_number_3","item_number_4","item_number_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_yesno_1","intervention_yesno_2","intervention_yesno_3","intervention_yesno_4","intervention_yesno_5","exposure_yesno_1","exposure_yesno_2","exposure_yesno_3","exposure_yesno_4","exposure_yesno_5","domain","health","validation","nature","crime","finance","nuclear","political","social","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","correlation_results_1","correlation_results_1.1","correlation_results_1.2","correlation_results_1.3","correlation_results_1.4","correlation_results_1.5","correlation_results_1.6","correlation_results_1.7","correlation_results_1.8","correlation_results_2","correlation_results_3","correlation_results_4","correlation_results_5","ICC_results_1","ICC_results_1.1","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","sample_category_1","sample_category_2","sample_category_3","sample_category_4","sample_category_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5","item_number_numeric"
"72","Liao","Trajectories of public psycho-behavioural responses relating to influenza A(H7N9) over the winter of 2014-15 in Hong Kong",2019,NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"7",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health catastrophe; other: influenza a (h7n9)",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"73","Osório","Monitoring the Mental Health and Professional Overload of Health Workers in Brazil: A Longitudinal Study Considering the First Wave of the COVID-19 Pandemic",2022,"data available upon request","longitudinal","concern",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health; other: mental health and professional overload of health workers",1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Kent","The relationship between perceived risk, thought intrusiveness and emotional well-being in women receiving counselling for breast cancer risk in a family history clinic",2000,NA,"longitudinal","risk","risk","risk",NA,NA,"scale","scale","scale",NA,NA,"range","range","range",NA,NA,NA,NA,NA,NA,NA,"3",3,3,NA,NA,"single","single","single",NA,NA,1,1,1,0,0,0,0,0,0,0,"cancer ; other: breast cancer",1,0,0,0,0,0,0,0,1,1,1,NA,NA,"correlation","correlation","correlation",NA,NA,"r=0.71",NA,NA,NA,NA,NA,NA,NA,NA,"0.73","0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,180,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople","laypeople","laypeople",NA,NA,NA,NA,NA,NA,NA,"adults","adults","adults",NA,NA,NA,"uk","uk",NA,NA,49,49,49,NA,NA,1,1,1,NA,NA,"36.8",36.8,36.8,NA,NA,7.3,7.3,7.3,NA,NA,23,23,23,NA,NA,63,63,63,NA,NA,NA
"75","Vornanen","Diabetes and Cardiovascular Disease Risk Perception and Risk Indicators: a 5-Year Follow-up",2021,NA,"longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"health; other: diabetes",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"r=0.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"finland",NA,NA,NA,NA,909,NA,NA,NA,NA,0.577,NA,NA,NA,NA,"55.9",NA,NA,NA,NA,6.9,NA,NA,NA,NA,45,NA,NA,NA,NA,74,NA,NA,NA,NA,1
"76","Aslan","Adaption and validation of the Turkish version of the vaccine hesitancy 5 point Likert Scale",2021,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health catastrophe",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r= 0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"parents",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"turkey",NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Bae","Examining ""intact"" tourism behaviour in South Korea during the COVID-19 pandemic: a two-wave longitudinal study (March and September 2020)",2022,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"south korea",NA,NA,NA,NA,290,NA,NA,NA,NA,0.503,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,49,NA,NA,NA,NA,NA
"78","van Gendere","Trends in Knowledge, Attitudes, and Practices of Travel Risk Groups Toward Prevention of Hepatitis A: Results From the Dutch Schiphol Airport Survey 2002 to 2009",2012,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"range",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: hepatitis a, travel",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"travelers",NA,NA,NA,NA,"older adults",NA,NA,NA,NA,"netherlands",NA,NA,NA,NA,3050,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Landi","Embedding sustainability in risk management: The impact of environmental, social, and governance ratings on corporate financial risk",2022,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"financial; natural catastrophe; other: sustainability",0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Castro","Perception of HIV risk and the quantity and quality of children: the case of rural Malawi",2015,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"81","Li","Changing emotions in the COVID-19 pandemic: A four-wave longitudinal study in the United States and China",2021,"https://osf.io/6x2bv/; amazon mechanical turk","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe; other: covid-19",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"china, usa",NA,NA,NA,NA,962,NA,NA,NA,NA,0.475,NA,NA,NA,NA,"37.6",NA,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"82","Schmidt","Actual versus perceived infection rates of COVID-19: Impact on distress, behavior and disability",2021,"https://osf.io/zejs6","longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"11",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,170,NA,NA,NA,NA,0.47,NA,NA,NA,NA,"39.7",NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"83","Shadur","Alcohol use and perceived drinking risk trajectories across adolescence: the role of alcohol expectancies",2021,"data available upon request","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"5",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"drugs; other: alcohol",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"0.58","0.55","0.45","0.42","0.43","0.38","0.42","0.42","0.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adolescents",NA,NA,NA,NA,"usa",NA,NA,NA,NA,277,NA,NA,NA,NA,0.45,NA,NA,NA,NA,"13.06",NA,NA,NA,NA,0.9,NA,NA,NA,NA,11,NA,NA,NA,NA,15,NA,NA,NA,NA,5
"84","Phillips","Perceived threat of COVID-19, attitudes towards 
vaccination, and vaccine hesitancy: A prospective 
longitudinal study in the UK",2022,"data available upon request","longitudinal","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"4",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe; other: vaccine hesitancy",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"85","Nielsen","Prevalence and occupational predictors of psychological distress
in the offshore petroleum industry: a prospective study",2013,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"12",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: work saftey",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"0.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"experts",NA,NA,NA,NA,"workers",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"norway",NA,NA,NA,NA,741,NA,NA,NA,NA,0.15,NA,NA,NA,NA,"45",NA,NA,NA,NA,8.6,NA,NA,NA,NA,18,NA,NA,NA,NA,63,NA,NA,NA,NA,12
"86","Rimal","Perceived Risk and Self-Efficacy as Motivators: Understanding Individuals’ Long-Term Use of Health Information",2001,"stanford five-city project (fcp)","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"87","Lam","Sleep and Mood Disturbances during the COVID-19 Outbreak in an Urban Chinese Population in Hong Kong: A Longitudinal Study of the Second and Third Waves of the Outbreak.",2021,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"19",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health; health catastrophe; other: sleep and covid-19",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"china",NA,NA,NA,NA,339,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"88","Schumpe","Predictors of adherence to public health behaviors for fighting COVID‑19 derived from longitudinal data",2022,"https://osf.io/qhyue","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe; other: health behavior",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"89","Senol-Durak","Development of Work Stress Scale for Correctional
Officers",2006,NA,"longitudinal","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"35",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: questionnaire validation",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"workers",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"turkey",NA,NA,NA,NA,119,NA,NA,NA,NA,0.08,NA,NA,NA,NA,"30.44",NA,NA,NA,NA,4.17,NA,NA,NA,NA,23,NA,NA,NA,NA,47,NA,NA,NA,NA,35
"90","Schnoll","Longitudinal Predictors of Continued Tobacco Use Among Patients Diagnosed With Cancer",2003,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"6",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"cancer ; cigarettes",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"91","Melin","Parental anxiety after 5 years of participation in a longitudinal study of children at high risk of type 1 diabetes",2020,"data available upon request","longitudinal","worry","risk",NA,NA,NA,"single item","single item",NA,NA,NA,"likert scale","likert scale",NA,NA,NA,"1",1,NA,NA,NA,"5",5,NA,NA,NA,"single","single",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: diabetes",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"92","Wang","Increasing Vaccination: Psychological Characteristics of COVID-19 Vaccine Advocates, Converts, and Resisters in Hong Kong",2022,NA,"longitudinal","risk","worry",NA,NA,NA,"scale","scale",NA,NA,NA,"likert scale","likert scale",NA,NA,NA,"19",19,NA,NA,NA,"2",2,NA,NA,NA,"single","single",NA,NA,NA,0,0,0,0,0,1,1,0,0,0,"health catastrophe; other: covid-19, vaccination",1,0,0,0,0,0,0,0,1,1,NA,NA,NA,"mean difference","mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant","significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,NA,NA,NA,"laypeople","laypeople",NA,NA,NA,NA,NA,NA,NA,NA,"adults","adults",NA,NA,NA,"china","china",NA,NA,NA,1501,1501,NA,NA,NA,0.57,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"93","Millman","Perceptions, behaviours and kitchen hygiene of people who have and have not suffered campylobacteriosis: A case control study",2014,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: food safety",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"94","Siegrist","Why have some people changed their attitudes toward nuclear power after the accident in Fukushima?",2014,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"3",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"nuclear power accidents",0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1095,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"switzerland",NA,NA,NA,NA,561,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"49",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"95","Guazzini","Through the Second Wave: Analysis of the Psychological and Perceptive Changes in the Italian Population during the COVID-19 Pandemic",2022,"data available upon request","serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"multiple samples",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"italy",NA,NA,NA,NA,501,NA,NA,NA,NA,0.78,NA,NA,NA,NA,"34.61",NA,NA,NA,NA,14.14,NA,NA,NA,NA,18,NA,NA,NA,NA,74,NA,NA,NA,NA,1
